total_rmse,mean_sam_deg,glcm_contrast_orig,glcm_contrast_sr,edge_density_orig,edge_density_sr,rmse_B02,bias_B02,glcm_orig_B02,glcm_sr_B02,ed_orig_B02,ed_sr_B02,slope_orig_B02,slope_sr_B02,rmse_B03,bias_B03,glcm_orig_B03,glcm_sr_B03,ed_orig_B03,ed_sr_B03,slope_orig_B03,slope_sr_B03,rmse_B04,bias_B04,glcm_orig_B04,glcm_sr_B04,ed_orig_B04,ed_sr_B04,slope_orig_B04,slope_sr_B04,rmse_B05,bias_B05,glcm_orig_B05,glcm_sr_B05,ed_orig_B05,ed_sr_B05,slope_orig_B05,slope_sr_B05,rmse_B06,bias_B06,glcm_orig_B06,glcm_sr_B06,ed_orig_B06,ed_sr_B06,slope_orig_B06,slope_sr_B06,rmse_B07,bias_B07,glcm_orig_B07,glcm_sr_B07,ed_orig_B07,ed_sr_B07,slope_orig_B07,slope_sr_B07,rmse_B08,bias_B08,glcm_orig_B08,glcm_sr_B08,ed_orig_B08,ed_sr_B08,slope_orig_B08,slope_sr_B08,rmse_B8A,bias_B8A,glcm_orig_B8A,glcm_sr_B8A,ed_orig_B8A,ed_sr_B8A,slope_orig_B8A,slope_sr_B8A,rmse_B11,bias_B11,glcm_orig_B11,glcm_sr_B11,ed_orig_B11,ed_sr_B11,slope_orig_B11,slope_sr_B11,rmse_B12,bias_B12,glcm_orig_B12,glcm_sr_B12,ed_orig_B12,ed_sr_B12,slope_orig_B12,slope_sr_B12
0.013727664,2.4642076,"[0.47734607 0.67022134 0.78790995 0.47457237 2.44666726 3.21169502
 9.21904245 3.55650966 0.70656985 0.31487313]","[0.3788021  0.58263594 0.80015386 0.99111751 5.61930955 8.2786578
 8.7485922  8.69153831 1.55109678 0.72591261]","[0.02035179 0.01749145 0.02583557 0.05685443 0.21874422 0.2135956
 0.19623128 0.20313078 0.20536705 0.16958672]","[0.01847957 0.0168327  0.02501502 0.07255455 0.17177677 0.17155141
 0.16700374 0.16234051 0.15501341 0.12149246]",0.002759643,-0.00050858053,0.47734606521544853,0.37880209670935716,0.020351793639053255,0.018479567307692308,-2.676391041105419,-2.7510169560497832,0.0024963117,0.00033991918,0.6702213394821159,0.582635936470626,0.017491447855029586,0.016832701553254437,-2.658014179543888,-2.6858448630674547,0.0024459343,0.00042674213,0.7879099484127405,0.800153858017796,0.025835567677514795,0.02501502403846154,-2.7884085548826776,-2.666077505112027,0.009070902,0.0040622223,0.4745723673191368,0.9911175110544121,0.05685442862426036,0.07255454881656805,-3.5601533501657006,-2.7446249841049357,0.01974166,-0.0052265986,2.4466672552117616,5.619309545875801,0.21874422152366865,0.17177676590236687,-3.5191334211235215,-2.7039989499750727,0.02451906,0.003151301,3.2116950203501657,8.278657799641545,0.21359559911242604,0.17155140532544377,-3.5273554400505343,-2.6844705863308644,0.006227853,0.0011947579,9.219042453409546,8.748592202452055,0.1962312777366864,0.16700374445266272,-2.7139662706037995,-2.6869732092627787,0.024440885,0.0024949904,3.5565096600489023,8.69153830800494,0.20313077847633135,0.16234051405325445,-3.5351501044833156,-2.7082536956728376,0.010047165,0.0007769522,0.7065698486717945,1.5510967805419995,0.20536704881656806,0.15501340606508876,-3.5782093864471363,-2.8722049494026476,0.0073736766,0.0016842145,0.3148731254954942,0.7259126101253945,0.16958672337278108,0.12149246486686391,-3.580935544769775,-2.7012815176924145
